File is created using NeTrainSim GUI
7	1,000000	1,000000
1	1	2	45330,000000	33,300000	1	0,000000	0,000000	1	0,200000	1	1,2	Not Defined
2	2	3	70440,000000	33,300000	2	0,000000	0,000000	1	0,200000	1	2,3	Not Defined
3	3	4	7000,000000	33,300000	3	0,000000	0,000000	1	0,200000	1	3,4	Not Defined
4	4	5	10820,000000	33,300000	4	0,000000	0,000000	1	0,200000	1	4,5	Not Defined
5	5	6	34450,000000	33,300000	5	0,000000	0,000000	1	0,200000	1	5,6	Not Defined
6	6	7	39940,000000	33,300000	6	0,000000	0,000000	1	0,200000	1	6,7	Not Defined
7	7	8	78520,000000	33,300000	7	0,000000	5,000000	1	0,200000	1	7,8	Not Defined
